e, e_dot, e_int, stamp, 
-2.3562090763199195, -2.6956248818284696e-05, -0.22153146673570212, 1700084048446906321, 
-2.3562003825935203, 3.402739029064369e-05, -0.23548146834570238, 1700084048496829611, 
-2.352356013527599, 0.012843542641068536, -0.23639475801208576, 1700084048547289593, 
-2.331010553187784, 0.08396609801912074, -0.22483005293798683, 1700084048592643766, 
-2.331010553187784, 0.0711515344660496, -0.10604375779444333, 1700084048592643766, 
-2.2852801900312536, 0.1524345438551015, -0.264614341829375, 1700084048706910154, 
-2.2852801900312536, 0.1524345438551015, -0.26287252735609995, 1700084048706910154, 
-2.2175886496223374, 0.22563846802972076, -0.20357488557484205, 1700084048796879401, 
-2.1262088029928092, 0.5302379567948146, -0.4197087704637016, 1700084048896850049, 
-2.1262088029928092, 0.3045994887650938, -0.215603572645727, 1700084048896850049, 
-2.018035457078747, 0.36057781971354047, -0.43902084263434404, 1700084049106892691, 
-1.900371884206883, 0.7527897292864205, -0.6046630935731652, 1700084049196950045, 
-1.7854277704061021, 0.7753589555754833, -0.36117644833320534, 1700084049296857745, 
-1.6632572507723105, 0.7903821114485754, -0.3484295040050228, 1700084049392365523, 
-1.5552488939930496, 0.7672629213768419, -0.35049694992374414, 1700084049506990586, 
-1.464139224480161, 0.6637267543071649, -0.31924050934436504, 1700084049596891267, 
-1.3670014452813162, 0.6274914957057779, -0.2776229559485325, 1700084049696866304, 
-1.2799582606015185, 0.6139365462621416, -0.2685864441329084, 1700084049792887361, 
-1.2108224762935795, 0.5205965632924555, -0.2713976486732356, 1700084049907918382, 
-1.1458353631832932, 0.4470763247274179, -0.24730301450401432, 1700084049996898184, 
-1.088896268069902, 0.4064206940789254, -0.21702750319252717, 1700084050096881460, 
-1.0386803768357298, 0.35718328782521125, -0.21501746118843607, 1700084050193956294, 
-0.9908606165330582, 0.3267855051228123, -0.21936264179390574, 1700084050307912778, 
-0.9435790208789272, 0.3170045198560086, -0.20112735605279775, 1700084050396902043, 
-0.8957573192918717, 0.31701099080395495, -0.17826841100310012, 1700084050496876741, 
-0.8416810766697975, 0.33965981403043227, -0.17584105556090052, 1700084050593664348, 
-0.7928020904983277, 0.34318409597848004, -0.1779996138725883, 1700084050707923416, 
-0.7438780668040652, 0.3260100328857744, -0.1611540921592941, 1700084050796939725, 
-0.6919415638144732, 0.33620175561284826, -0.14039159222626918, 1700084050896907833, 
-0.6427532554620283, 0.3370827044734563, -0.13615840238946345, 1700084050993456869, 
-0.5944086097277603, 0.3251098469557097, -0.1357015505883516, 1700084051107940920, 
-0.5505904151940544, 0.30720946755991313, -0.12124136343336815, 1700084051196910163, 
-0.5057819771610954, 0.29542210855554973, -0.10396522840741947, 1700084051296879177, 
-0.464276731605588, 0.2877122786282212, -0.09968739163651612, 1700084051393577606, 
-0.4253832455676969, 0.267995771977995, -0.09819300771782186, 1700084051507980056, 
-0.39253907420958356, 0.23912552465334821, -0.0873352552792263, 1700084051597918551, 
-0.36214769881098174, 0.21078515585571722, -0.07430975723489465, 1700084051696891958, 
-0.33597888430666956, 0.18853396634304667, -0.07076454118495377, 1700084051792564474, 
-0.31441097411501007, 0.15912241565323892, -0.07116256180006685, 1700084051907736172, 
-0.2946721660594789, 0.13768906082396892, -0.06469735282140684, 1700084051997939416, 
-0.2789320141688596, 0.11826319982050155, -0.055990736936923226, 1700084052096890839, 
-0.26303124960709434, 0.10546972150794846, -0.05468395050735504, 1700084052194024647, 
-0.2470303506253222, 0.10633887847845802, -0.055520855236479455, 1700084052307998461, 
-0.2301836400913615, 0.10949203171910948, -0.050073171984064094, 1700084052396956740, 
-0.2163987121507649, 0.10210546158185767, -0.04367380381603929, 1700084052496895537, 
-0.20218797940443523, 0.0933188689564209, -0.042603023896458515, 1700084052593958769, 
-0.18458905695220107, 0.10603218399521275, -0.04267618329969226, 1700084052709152993, 
-0.16766414660122475, 0.11507944267736825, -0.03751756927789817, 1700084052796960839, 
-0.15106269777892312, 0.11175453057759317, -0.03150641830014787, 1700084052896946096, 
-0.13600741974405928, 0.10552242285721825, -0.029790884128364486, 1700084052993499036, 
-0.12484035111036995, 0.08740782222851055, -0.029109371069933537, 1700084053108953607, 
-0.11674220407184865, 0.0642173855740354, -0.025735047881330367, 1700084053197967239, 
