e, e_dot, e_int, stamp, 
1.4142350962261687, 4.1141439433012295e-05, 0.1329665730177087, 1700084048446906321, 
1.4142238937658527, -4.1454957949345804e-05, 0.1413396273567988, 1700084048496829611, 
1.4130258447626531, -0.0040308382117186055, 0.14192470861701784, 1700084048547289593, 
1.4137468962936994, -0.0015899915738441333, 0.13544916964111106, 1700084048592643766, 
1.4137468962936994, 0.0024035051034876354, 0.0641084204140905, 1700084048592643766, 
1.4224858161822573, 0.029129732961859684, 0.16187660632258727, 1700084048706910154, 
1.4224858161822573, 0.029129732961859684, 0.16220946125948288, 1700084048706910154, 
1.4373646549802144, 0.049596129326523464, 0.12842619039106032, 1700084048796879401, 
1.4500248545666545, 0.09179679461465733, 0.27287242227736036, 1700084048896850049, 
1.4500248545666545, 0.042200665288133855, 0.14453804154164562, 1700084048896850049, 
1.4653034100629339, 0.05092851832093107, 0.3056367674729733, 1700084049106892691, 
1.476585821704518, 0.08853655712621163, 0.43933779991373634, 1700084049196950045, 
1.4835608718407771, 0.060858205926144215, 0.28022695596874764, 1700084049296857745, 
1.4857763457168716, 0.03063508004117847, 0.28960072528954306, 1700084049392365523, 
1.490237303275847, 0.022254771450232653, 0.312367687904652, 1700084049506990586, 
1.4908547131628846, 0.016927891486710294, 0.3045298583733121, 1700084049596891267, 
1.4884303250441657, -0.006023260772270629, 0.2828845879020354, 1700084049696866304, 
1.4822333044397, -0.028738029077282068, 0.2914800561560389, 1700084049792887361, 
1.4744351903345811, -0.04665044903194859, 0.3127157809460103, 1700084049907918382, 
1.4653591543794102, -0.05624716686763268, 0.3007138333442, 1700084049996898184, 
1.454243696337557, -0.06730497999008082, 0.27677031769539695, 1700084050096881460, 
1.4430089980287517, -0.0745005211688617, 0.2865626818591458, 1700084050193956294, 
1.4279424087189105, -0.0876709587288212, 0.30425054107040655, 1700084050307912778, 
1.4104625976735208, -0.10848800118410311, 0.2896315906354488, 1700084050396902043, 
1.3977271501507076, -0.1007175285606765, 0.26682544003070935, 1700084050496876741, 
1.3865516699260545, -0.07970309249155427, 0.2751223300785045, 1700084050593664348, 
1.3660460464658502, -0.10560367894952478, 0.29197075441787906, 1700084050707923416, 
1.3363730569452565, -0.1672620432693265, 0.2770623584973644, 1700084050796939725, 
1.3057613381628312, -0.2009490276767297, 0.2524945479938844, 1700084050896907833, 
1.2776340953446754, -0.19579653866860372, 0.25676723629498943, 1700084050993456869, 
1.2528786906050835, -0.17627549185915914, 0.269860256996567, 1700084051107940920, 
1.220073632399579, -0.19186820981698846, 0.2543563870816116, 1700084051196910163, 
1.1842037946799207, -0.22891631975054283, 0.23032556748407065, 1700084051296879177, 
1.1499089460070613, -0.2338822879750587, 0.23299758198012596, 1700084051393577606, 
1.1201452037125517, -0.21352863655789664, 0.24306562945182492, 1700084051507980056, 
1.0947548104387652, -0.1838471185609869, 0.22918941422107675, 1700084051597918551, 
1.071821824930317, -0.16107792927411527, 0.20696695798861645, 1700084051696891958, 
1.0567272176322038, -0.1267586426885381, 0.20913431785896386, 1700084051792564474, 
1.0458531559748268, -0.08656222985163442, 0.22310144549015973, 1700084051907736172, 
1.0350857511619425, -0.07213822156753776, 0.21479933279659755, 1700084051997939416, 
1.0231647307065395, -0.0756280842276243, 0.19571856331657983, 1700084052096890839, 
1.0102887309969828, -0.08265673388319887, 0.20056507346242763, 1700084052194024647, 
0.9964110534164352, -0.0891789243003475, 0.21320916425638575, 1700084052307998461, 
0.9790718078308882, -0.10405641055364863, 0.20196962614469324, 1700084052396956740, 
0.9622669633466355, -0.11381363356599894, 0.18497745062843726, 1700084052496895537, 
0.9414246070214396, -0.1254906693648287, 0.18930341154403008, 1700084052593958769, 
0.9166612025125976, -0.1520192027801263, 0.19954696819806583, 1700084052709152993, 
0.8899820430585308, -0.17147521320969603, 0.18595448752558205, 1700084052796960839, 
