imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, x, y, stamp, 
-0.0031251907348632812, 0.005537688732147217, -0.001510514263398253, 7.475013757458292e-12, -5.191885760337712e-05, -1.4397492746396777e-07, 3.24492860021107e-06, 0.0, 1700083741300818931, 
-0.018220067024230957, -0.009742558002471924, -0.008899262836858652, -3.096432375754809e-10, -0.0004476626003583566, 6.916888686426108e-07, 2.839500837220363e-05, -1.8639158913264959e-13, 1700083741500682997, 
0.010979533195495605, -0.013150811195373535, -0.00033520947498954373, -1.202591180771625e-09, -0.0003453813761007882, 3.4819224891289114e-06, 2.2798619614550746e-05, -8.435041538489671e-12, 1700083741650694021, 
0.006088972091674805, -0.011360526084899902, 0.0024039791503146445, -2.7544172134074065e-10, -8.218425679698289e-05, 3.3515144149950206e-06, -1.6608530555925234e-06, -1.8437190843375623e-11, 1700083741740703814, 
-0.0865638256072998, 0.6372147798538208, -0.03528995835142147, -3.4643202374976997e-06, -0.0015715907756078686, 0.0022043398900440546, 0.0001608070183533704, -6.387405511281853e-09, 1700083741860377938, 
0.3934062123298645, -0.12609899044036865, 0.1465588033582127, 0.003636884516728786, 0.011781833327997685, 0.30868578900079147, 0.0002573107958500997, -4.017201948508116e-06, 1700083741950721856, 
-0.14380449056625366, -0.1026160717010498, 0.02324134892023838, 0.007320848073744074, 0.011057903726634405, 0.662046645976023, 0.0007552081563234349, 4.7796329695787525e-05, 1700083742050725732, 
0.13876312971115112, -0.06494259834289551, 0.07185658821750462, 0.008450697689131533, 0.010451549248770254, 0.8085593329740905, 0.0009115717586017898, 0.0001576414413092891, 1700083742241003401, 
-0.10558897256851196, 0.00203019380569458, -0.0026568000495737903, 0.022520425942607777, 0.02478379613726103, 0.9086754029883903, 0.003579827984444104, 0.0005475605422017135, 1700083742351722320, 
0.10616368055343628, 0.08556497097015381, 0.04487494864249585, 0.05280818703987349, 0.05490442390337416, 0.961820255737683, 0.008746239329618686, 0.0019142875273758923, 1700083742450701740, 
-0.03256833553314209, -0.15011286735534668, 0.009255542368320893, 0.005202571829493952, 0.00526073414163012, 0.9889440692933124, 0.008877187476689542, 0.0025153785211245987, 1700083742500728175, 
0.14468622207641602, 0.06274336576461792, 0.0688451871981745, 0.0512614895068613, 0.05035323275040594, 1.0180377049663816, 0.012637939544021766, 0.004236566335188447, 1700083742641179421, 
-0.061735570430755615, -0.12953299283981323, 0.01194533273177363, 0.027774401034359925, 0.024433500575014977, 1.1367344171207814, 0.014473886472624441, 0.005830852341325342, 1700083742751724087, 
-0.16578179597854614, -0.27678442001342773, -0.06635261312403316, -0.043724488333378324, -0.03413906444201252, 1.2807758223031356, 0.0123781651931134, 0.00465354425416082, 1700083742850879179, 
-0.05638718605041504, -0.053995728492736816, -0.060134559537552916, -0.006419830188846688, -0.005276171451295421, 1.2167592065778061, 0.01230624424900639, 0.004078719556726197, 1700083742900732103, 
0.2292172908782959, 0.7543478608131409, 0.07679318520128595, 0.29034361670524755, 0.2433032979199192, 1.1933402431758702, 0.023729871447126585, 0.017785269771043458, 1700083743041089709, 
-0.22474980354309082, -0.3309652805328369, -0.062179687675661316, 0.056694724730109565, 0.04955753434187646, 1.144018270541804, 0.027582728015168093, 0.027435015469801798, 1700083743150739910, 
-0.15785574913024902, -0.05672174692153931, -0.10310741449886276, 0.03476480586593193, 0.03665230884420338, 0.9485024808042902, 0.029888646363269957, 0.03233701372170872, 1700083743250727141, 
-0.22149807214736938, -0.1671314835548401, -0.15448821707076604, 0.0019626923830320764, 0.00221755113799112, 0.8850719829667963, 0.030583335281067377, 0.03460531223360393, 1700083743300754446, 
0.19783556461334229, -0.069610595703125, -0.003216470418322237, 0.03163427131083701, 0.03310012090666901, 0.9557146754851684, 0.03112367089925481, 0.03743059130936329, 1700083743440957792, 
-0.14688503742218018, -0.09153938293457031, -0.06352612783504728, 0.03673180264683728, 0.037987195504704925, 0.9669522100489846, 0.03161025797952503, 0.041500711512079284, 1700083743551738113, 
0.018441379070281982, 0.07182234525680542, -0.025892465773905, 0.0852320878248863, 0.08637163364782127, 0.9868064806139774, 0.031905336592594924, 0.049778437708061424, 1700083743650726158, 
0.09192007780075073, 0.08558869361877441, 0.025577195098656226, 0.1160091197871396, 0.1153994831064735, 1.0052828371865723, 0.030932676043426557, 0.060754600419975685, 1700083743700743167, 
0.1441935896873474, 0.5627967119216919, 0.08382297709447924, 0.2687208938027978, 0.2642581556394809, 1.016887797284884, 0.027136021022475396, 0.08420203007055875, 1700083743841173556, 
0.1284087896347046, 0.4920719861984253, 0.10485384203163897, 0.31804311570402144, 0.312133805312239, 1.0189319781811879, 0.018530698294508083, 0.11257674774039661, 1700083743951909921, 
-0.04543858766555786, 0.5082162022590637, 0.04233011795089538, 0.3532235243326517, 0.3374534008657671, 1.046732744214238, 0.005708977449207146, 0.14265243445864537, 1700083744050753307, 
-0.26374006271362305, 0.4973716735839844, -0.08651639866633672, 0.3673259985827025, 0.3458100333593547, 1.062219031108878, -0.011169578722506963, 0.1730582995461432, 1700083744100795787, 
0.041015028953552246, 0.16739827394485474, -0.03695708023153339, 0.2672137706752325, 0.26420114596065064, 1.0114027692939325, -0.028041294849640148, 0.19631261077565648, 1700083744241255027, 
0.07715857028961182, -0.13000571727752686, 0.00510727428512657, 0.1519609067029245, 0.15448338089065997, 0.9836715498250209, -0.04020873552051903, 0.20915904293354087, 1700083744351728985, 
-0.3851853013038635, 0.1550036072731018, -0.15799621401508984, 0.18005903524750863, 0.18187364846842394, 0.9900226710345542, -0.053525563854366395, 0.22223866584460686, 1700083744450748982, 
0.405656099319458, 0.04083728790283203, 0.08011435054714233, 0.17006223147436478, 0.17234682427467546, 0.9867442129559078, -0.06736687399826194, 0.23251761414217206, 1700083744540730526, 
-0.1583542823791504, 0.24179863929748535, -0.018050082490768546, 0.22023596701711495, 0.22364708724277216, 0.9847477547429251, -0.0854298764078092, 0.2443355054506485, 1700083744641132855, 
0.18232423067092896, 0.16669422388076782, 0.06702428190623184, 0.22325387936044414, 0.2322136978224453, 0.9614156333324833, -0.10592969643897356, 0.25456172012688455, 1700083744751948750, 
-0.5671903491020203, 0.3201039433479309, -0.19871698537441262, 0.2581698702351904, 0.27106469101645714, 0.95242899127543, -0.1316535449682195, 0.2650811036598978, 1700083744850746497, 
0.4071575999259949, 0.507628321647644, 0.06226719406018949, 0.32160482421457814, 0.3486899949112323, 0.9223230632024605, -0.16441144389676138, 0.2746883942703313, 1700083744940741202, 
0.05407196283340454, 0.09742963314056396, 0.054804361963111295, 0.24822671713887995, 0.2847532422192836, 0.871725692056299, -0.19327552833207695, 0.2797301176946304, 1700083744991821662, 
0.07212412357330322, 0.3059914708137512, 0.06318874376583349, 0.26136696126012976, 0.3108472210093212, 0.8408212896723701, -0.22372972657722962, 0.2829200100996486, 1700083745151741246, 
0.2652958631515503, 0.025547266006469727, 0.1455355004500006, 0.20950910336702508, 0.26636143243704624, 0.7865594558872255, -0.2502855581290537, 0.28306047145974855, 1700083745250761641, 
-0.31263816356658936, 0.3296963572502136, -0.04611666296654743, 0.2454398841079018, 0.3106314035961902, 0.7901322315336956, -0.2809490016899303, 0.2814382429872578, 1700083745340744440, 
0.39142370223999023, 0.5178779363632202, 0.1427287994264479, 0.30529030208787983, 0.384310129580409, 0.7943852596890869, -0.3177312131307128, 0.27632571660610195, 1700083745441292592, 
0.11464112997055054, 0.3692615032196045, 0.1302310662780204, 0.2976352545214446, 0.3875627542536258, 0.7679666099355577, -0.35457775131801655, 0.26801304317494345, 1700083745551747864, 
-0.27402162551879883, -0.5853617191314697, -0.05298260963041801, 0.11044770675823437, 0.17114169721305816, 0.6453582531715548, -0.3727808387682954, 0.26167886321629885, 1700083745650756861, 
-0.22345101833343506, -0.11190176010131836, -0.12460668173083804, 0.11123681378477857, 0.17112251800616157, 0.6500419411825934, -0.38974542196493867, 0.2553023638119465, 1700083745740747771, 
0.27665382623672485, 0.22029370069503784, 0.04952105614280107, 0.16325342291912218, 0.2494712642137108, 0.6543977056181922, -0.4126356515091333, 0.24525877242492272, 1700083745841284278, 
0.3877337574958801, 0.4496370553970337, 0.19714824502594153, 0.234061985038047, 0.34722631365615575, 0.6740905738780765, -0.44208590366364187, 0.22979462401663225, 1700083745951748597, 
0.023474514484405518, 0.557651698589325, 0.1267854266413368, 0.2897588017376612, 0.421867337888635, 0.6868481527578039, -0.4770014743610624, 0.20831418486624367, 1700083746050769726, 
-0.1562458872795105, 0.10989820957183838, 0.0032837674870976608, 0.22915487409926372, 0.3586983035859427, 0.6388512903695936, -0.5057677091076697, 0.18719143152735798, 1700083746100782414, 
-0.24105477333068848, 0.583845853805542, -0.09651232931644432, 0.28285553677510633, 0.42004681431561236, 0.6733905058557972, -0.5388768844827455, 0.16013708446900451, 1700083746240783338, 
0.03135329484939575, -0.012512743473052979, -0.047072948894123195, 0.19737862827452363, 0.3274942754022748, 0.6026933693179072, -0.5630713030695282, 0.1367857944682299, 1700083746352754694, 
-0.35343748331069946, 0.2502593994140625, -0.17582573435068885, 0.19735765312353412, 0.3329255045190176, 0.5927982399806216, -0.5872387699726522, 0.11135229347787111, 1700083746450808870, 
0.23786652088165283, 0.15940213203430176, -0.000895221946970115, 0.18641987520105854, 0.3232385731752218, 0.5767253374800776, -0.608124997176209, 0.08600058192570365, 1700083746501752837, 
0.04828441143035889, 0.11499804258346558, 0.019327617399734598, 0.173372916971542, 0.31392385367968023, 0.5522769771692699, -0.6268090728409956, 0.060707521876240976, 1700083746591868628, 
-0.3405624032020569, -0.14304333925247192, -0.13572249615138274, 0.13055616180631602, 0.2558187133420177, 0.5103464093800225, -0.6414125864691211, 0.03844931546099863, 1700083746751756846, 
-0.0805060863494873, -0.031904757022857666, -0.11192329708800416, 0.12433081023807985, 0.2525081355385528, 0.49238338389733627, -0.655035748692606, 0.015451365115348045, 1700083746850771867, 
-0.12567287683486938, -0.1020662784576416, -0.11786800504696476, 0.11700029434499128, 0.23859907178918735, 0.49036357714067774, -0.6665893775764277, -0.0067384755117504335, 1700083746900783147, 
0.05750691890716553, 0.07859063148498535, -0.04174644842808248, 0.13502402275603415, 0.2677620319892525, 0.504268740989588, -0.6782847601593698, -0.03188823251110925, 1700083747040898211, 
0.10241192579269409, 0.7592154741287231, 0.0262889731757511, 0.23456432651106582, 0.40238727825353693, 0.5829317654602169, -0.6941571845876136, -0.07029327659438575, 1700083747152763628, 
-0.07145768404006958, 0.07117092609405518, -0.017586577440377046, 0.19558395697395914, 0.35444962880000147, 0.5517961963625516, -0.7050873420799944, -0.10358921478393991, 1700083747200786628, 
-0.12667429447174072, 0.2731013298034668, -0.06319375928879342, 0.19514119953252468, 0.36129732495778194, 0.5401124947585128, -0.7150321879686287, -0.1392189361760453, 1700083747341881759, 
0.03321576118469238, 0.1317405104637146, -0.023053843148071518, 0.18713819247524915, 0.34438093249262425, 0.5434046278948884, -0.722157706748147, -0.17297430475899184, 1700083747440422898, 
-0.03770792484283447, -0.09338372945785522, -0.03207569055243732, 0.1478664886327243, 0.2880911593508535, 0.5132628469610352, -0.7264727361812808, -0.20133751747273115, 1700083747550909855, 
-0.29058021306991577, 0.556693971157074, -0.13642473410344652, 0.2101168703729748, 0.37499957956135344, 0.5603122825331001, -0.7312366813892597, -0.24062731994558428, 1700083747650789918, 
0.01931595802307129, 0.3712185025215149, -0.06915799274650364, 0.22109261111576958, 0.3913583821762255, 0.5649364398082916, -0.7334046864006488, -0.2808385849703641, 1700083747740772492, 
-0.41768813133239746, -0.2417183518409729, -0.22187791764023554, 0.13763953036594082, 0.277090441421162, 0.49673142696660694, -0.7330924794969349, -0.3098848626887483, 1700083747840682675, 
-0.20852965116500854, 0.49557608366012573, -0.21131768426420167, 0.1887568267272229, 0.3486825372207328, 0.5413429311136703, -0.7314582317262038, -0.3476363970163695, 1700083747950780891, 
-0.11475080251693726, -0.11844873428344727, -0.17322045760210764, 0.14196132235433487, 0.27691443523824727, 0.5126541064289278, -0.7280661687822971, -0.376437028927714, 1700083748050792230, 
-0.2067832350730896, 0.434393048286438, -0.18324786941958543, 0.18915980098734833, 0.33844285480908204, 0.5589120830872754, -0.7226141063762147, -0.4123740357756825, 1700083748101845965, 
0.22081512212753296, 0.5003663897514343, -0.008767907461187163, 0.23398560032354032, 0.3966550920820572, 0.5898968776509115, -0.7140569777290081, -0.452167379361556, 1700083748240819488, 
-0.37841397523880005, 0.39127612113952637, -0.16441386425734358, 0.23767306991345866, 0.4021568537015669, 0.5909959453030519, -0.7029528387136101, -0.4925281820227838, 1700083748350925286, 
0.0777357816696167, 0.10762655735015869, -0.06397625999693479, 0.19781197080407742, 0.3532465627730526, 0.5599827192972973, -0.690995466587396, -0.5264302635434208, 1700083748450795953, 
-0.33992618322372437, -0.26491880416870117, -0.1854214440618178, 0.12743270759295452, 0.2524797645255251, 0.5047244393325286, -0.680751038367877, -0.5508734905364783, 1700083748501783329, 
0.2983948588371277, 0.1973719596862793, 0.022021291770663115, 0.15461597973655677, 0.2969805249984985, 0.5206266631030385, -0.6679630038429917, -0.5782898631209752, 1700083748640535124, 
0.10777276754379272, -0.006546676158905029, 0.05753837290862033, 0.14767195039596268, 0.28639952778486366, 0.5156152020854247, -0.6546630438048698, -0.6028845479019143, 1700083748750781654, 
-0.26979029178619385, -0.1293221116065979, -0.08268614053373335, 0.12542077019286477, 0.2517302450143121, 0.4982348076042033, -0.6414809877726129, -0.6247035852676552, 1700083748850801070, 
-0.16202878952026367, -0.46370238065719604, -0.11988354477781041, 0.0794172482071733, 0.17213666001669234, 0.46136161930568476, -0.6313950152942653, -0.6392060000453967, 1700083748900784849, 
-0.3437066674232483, 0.3075076937675476, -0.20893763533185827, 0.13300232500603132, 0.2641836350907595, 0.5034464945579947, -0.614181892591314, -0.6634611530297284, 1700083749040453075, 
-0.08308517932891846, 0.42413508892059326, -0.15111874957747026, 0.18175368868887276, 0.3346988703242271, 0.5430364569584761, -0.5914290000261656, -0.6916737127990827, 1700083749151056394, 
-0.4062305688858032, 0.2754530906677246, -0.2574530362210754, 0.18802176348783542, 0.34526476286342994, 0.5445726981476177, -0.5662884763227043, -0.7194794483602276, 1700083749200845145, 
0.3458915948867798, 0.3964816927909851, 0.00024794676324257914, 0.21712524986621548, 0.37926231288458206, 0.5724936079591212, -0.5385108024256551, -0.7464725662670841, 1700083749301789053, 
-0.08924728631973267, -0.020920932292938232, -0.04067278036806247, 0.16906115852176457, 0.3193296888712863, 0.5294251189713488, -0.5143851565029333, -0.7672474424013168, 1700083749440704352, 
0.6652566194534302, 0.33012545108795166, 0.25993363794888175, 0.20069531397851126, 0.3675841681143196, 0.545984651646081, -0.4868152649082624, -0.7886148820731859, 1700083749550533480, 
-0.062008678913116455, -0.13153040409088135, 0.11935466824195076, 0.15700456178152639, 0.3026936510971858, 0.5186912946882951, -0.4636574671529281, -0.8043138408202797, 1700083749650810205, 
-0.503840446472168, 0.10683983564376831, -0.1441695658365265, 0.15495569621300145, 0.3040585057597568, 0.5096246060468221, -0.4369543333463818, -0.8213127436812993, 1700083749741795143, 
0.4564201831817627, -0.13205212354660034, 0.10822391551419333, 0.13159996482192027, 0.27031440781926613, 0.4868403644614785, -0.4139947018914225, -0.833622672334046, 1700083749841047571, 
-0.15762609243392944, 0.10868525505065918, -0.0034561664364093497, 0.1455295537684246, 0.29041825160045953, 0.5011033327500217, -0.3880152498459839, -0.8465356115698891, 1700083749951073904, 
