e, e_dot, e_int, stamp, 
1.2164683884672771, -0.0029311773243353065, 0.2434109023500066, 54241000000, 
1.2146929862145572, -0.00884806301229076, 0.24323391865333863, 54275000000, 
1.2119451801753256, -0.01507736097317173, 0.24287377032381063, 54309000000, 
1.2082208002897834, -0.02157395308257944, 0.24232393111197775, 54343000000, 
1.2035253275489135, -0.028066175421373647, 0.24157942053426815, 54377000000, 
1.1978171359354313, -0.03467888118117379, 0.2406375509182752, 54411000000, 
1.191070962722087, -0.041514549422754975, 0.2394942284137621, 54445000000, 
1.183289378551862, -0.04842585794523124, 0.23814516514729203, 54479000000, 
1.1748390803618136, -0.05410627453424466, 0.2366132947757175, 54513000000, 
1.1659465322075309, -0.05780948781443677, 0.23493833274141376, 54547000000, 
1.1570509244495848, -0.059293853040762734, 0.23318910246792862, 54581000000, 
1.1481519418457036, -0.059315301206090965, 0.23140995990018795, 54615000000, 
1.1392082207327723, -0.05947567905604171, 0.22962740580187072, 54649000000, 
1.1302279376527042, -0.05974668064333111, 0.22783920668207866, 54683000000, 
1.1212321521056552, -0.05992022875705697, 0.22604455403274212, 54717000000, 
1.1122135483390154, -0.060047964378962725, 0.22424490920649168, 54751000000, 
1.1031642708358567, -0.060226270899328416, 0.22244066475203514, 54785000000, 
1.0940915775825435, -0.06040656918823976, 0.220631293117161, 54819000000, 
1.0849994932799998, -0.06054925851952294, 0.21881702277989332, 54853000000, 
1.0758846247088627, -0.06068984291226931, 0.21699837970476038, 54887000000, 
1.0667470755343125, -0.06084139248562437, 0.215175412901545, 54921000000, 
1.057578337796289, -0.06102095637524544, 0.2133473358692976, 54955000000, 
1.0483676070072958, -0.06126489509005554, 0.21151286802252647, 54989000000, 
1.0391216461936819, -0.06152230534202404, 0.2096711727331511, 55023000000, 
1.029846430431796, -0.06173725525166596, 0.20782237890885158, 55057000000, 
1.0205394076186092, -0.061940795250242285, 0.20596716561627246, 55091000000, 
1.0112002375825972, -0.06215397616399591, 0.2041057383755335, 55125000000, 
1.0018324789656485, -0.06235642884320214, 0.20223814161112366, 55159000000, 
0.9924375361174884, -0.06254233821702944, 0.20036468351104894, 55193000000, 
0.9830150675626629, -0.06272470467661884, 0.19848567217638666, 55227000000, 
0.9735664895691103, -0.06290348849459375, 0.1966012728832841, 55261000000, 
0.9640863686152873, -0.06309566315791863, 0.19471119504980403, 55295000000, 
0.9545678791681093, -0.06332870133667012, 0.19281471582350046, 55329000000, 
0.9450161061567406, -0.06356754152848902, 0.19091135692934247, 55363000000, 
0.9354351925677113, -0.06377562200132636, 0.18900127852617074, 55397000000, 
0.9258229395555384, -0.06397722200400728, 0.18708494921866603, 55431000000, 
0.9161807096255568, -0.06418160980718197, 0.18516258944992045, 55465000000, 
0.9065119040233115, -0.06437011844075635, 0.1832343702136271, 55499000000, 
0.896824338438947, -0.06452123728869903, 0.1813011301391877, 55533000000, 
0.8871401856904749, -0.06457239444278857, 0.17936509521018223, 55567000000, 
0.8774310896605437, -0.06464416259467771, 0.1774263742526644, 55601000000, 
0.8676813601127054, -0.06486275192589856, 0.17548350903091492, 55635000000, 
0.8579360691203187, -0.06498340180075002, 0.17353656792623787, 55669000000, 
0.8481521172047567, -0.06509747635982888, 0.1715846364291854, 55703000000, 
0.8383156159058561, -0.06540151071487532, 0.16962692014872877, 55737000000, 
0.8284424624433763, -0.06569884920460141, 0.16766067970359927, 55771000000, 
0.818535646191847, -0.06593323238003028, 0.16568624830273865, 55805000000, 
0.8086075348626245, -0.06611642526917261, 0.1637057095665232, 55839000000, 
0.7986605356835966, -0.06625036836083471, 0.16172024778253788, 55873000000, 
0.7886961976842591, -0.06637112392788451, 0.15973095121536535, 55907000000, 
0.7787146697006421, -0.06648621994318187, 0.15773809353789986, 55941000000, 
0.7687166264985399, -0.06659857061906416, 0.15574183292556273, 55975000000, 
0.7587034219864064, -0.06670415904745226, 0.1537423145457059, 56009000000, 
0.7486754818704824, -0.06680381542685836, 0.15173970202369524, 56043000000, 
0.7386332530871204, -0.06690056299762011, 0.1497341437962673, 56077000000, 
0.7285833809133829, -0.0669736698569982, 0.14772614105806572, 56111000000, 
0.7185424606142695, -0.06696930824283613, 0.1457172729743182, 56145000000, 
0.7084749199737267, -0.06702820313218745, 0.14370671743342528, 56179000000, 
0.6983757884778111, -0.06722224045486132, 0.1416928779377205, 56213000000, 
0.6882579893998352, -0.06738976857963837, 0.13967391319009154, 56247000000, 
0.6781196664684891, -0.0675204066977401, 0.1376502296230757, 56281000000, 
0.6679681513733388, -0.06763279342165474, 0.13562305381611087, 56315000000, 
0.6578045107873379, -0.06771718560383722, 0.13359282190861105, 56349000000, 
0.6476291333186335, -0.06779672684901761, 0.13156011969862066, 56383000000, 
0.637442559672269, -0.06787317038356296, 0.1295250802518827, 56417000000, 
0.6272455826047105, -0.06794516904640983, 0.12748781837304088, 56451000000, 
0.6170387767359057, -0.06801260978787786, 0.12544846126752568, 56485000000, 
0.606822548618981, -0.06807677995243178, 0.1234071271973065, 56519000000, 
0.5965979019104819, -0.06813624941807928, 0.1213639484843579, 56553000000, 
0.5863645425484767, -0.06819335356834766, 0.11931899953852931, 56587000000, 
0.5761209028848183, -0.0682566634188786, 0.11727222315625178, 56621000000, 
0.5658677398158336, -0.06832267577547697, 0.11522354568327524, 56655000000, 
0.5556067885586595, -0.06838038108719598, 0.11317302875062075, 56689000000, 
0.5453388957138223, -0.0684294803400376, 0.11112089493922103, 56723000000, 
0.5350637553046524, -0.06847677751335694, 0.10906729597180895, 56757000000, 
0.5247812495824594, -0.06852548710454302, 0.10701226004006227, 56791000000, 
0.5144922241624581, -0.06857177047398115, 0.10495581526997132, 56825000000, 
0.5041972776803808, -0.06861323967359538, 0.1028980500950199, 56859000000, 
0.4938963969729273, -0.06865275729843597, 0.10083905992105109, 56893000000, 
0.4835899639212203, -0.06869104586386843, 0.09877890923830189, 56927000000, 
0.4732790102102038, -0.0687246225424117, 0.09671769140695675, 56961000000, 
0.46296366429343, -0.06875433209263426, 0.09465550922832361, 56995000000, 
0.4526436373309184, -0.06878457626428469, 0.09259242078897015, 57029000000, 
0.44232044240420365, -0.0688107396307545, 0.09052851626857014, 57063000000, 
0.43199537214748923, -0.06882755061143053, 0.08846396345884075, 57097000000, 
