x, y, theta, stamp, 
0.594758921552266, 0.3213864729984622, 0.8469204432849988, 56621000000, 
0.6016123603592431, 0.3291974256787951, 0.8541734489840573, 56655000000, 
0.6084108805589373, 0.3370574147784399, 0.8611989822271335, 56689000000, 
0.6151538540245949, 0.3449653945120544, 0.8683550189017285, 56723000000, 
0.621840397433886, 0.35292182535043487, 0.8754728994732731, 56757000000, 
0.6284723475843511, 0.3609252914191515, 0.8822292314281217, 56791000000, 
0.6350518084831402, 0.36897312492822126, 0.8887618104552021, 56825000000, 
0.6415793476071138, 0.37706390628969033, 0.8952204872153111, 56859000000, 
0.6480559905709512, 0.38519667249931444, 0.9014257845243929, 56893000000, 
0.6544844211930572, 0.39336904367483816, 0.9072704381624506, 56927000000, 
0.6608656050339674, 0.4015789395124443, 0.9131250663141902, 56961000000, 
0.6671983293887305, 0.4098266168064127, 0.919076958496467, 56995000000, 
0.67348323434851, 0.4181117285565287, 0.9246889209163869, 57029000000, 
0.6797233793188784, 0.4264304702534941, 0.9299975688108978, 57063000000, 
0.6859181808454267, 0.4347814286788083, 0.9354045722084046, 57097000000, 
0.6920674795533222, 0.44316468251594465, 0.9407032904812254, 57131000000, 
0.6981722567667257, 0.45157922845812326, 0.9458738511284449, 57165000000, 
0.7042332003368783, 0.4600241319613312, 0.9509509315814703, 57199000000, 
0.710250947362962, 0.46849862006842546, 0.9559256063551159, 57233000000, 
0.7162262652129493, 0.4770018504929778, 0.9607902163804926, 57267000000, 
0.7221600388546143, 0.48553297584151683, 0.9655126187414238, 57301000000, 
0.7280536074879533, 0.49409090329647587, 0.9701301997997198, 57335000000, 
0.7339074354717703, 0.5026754170617369, 0.9748117855487127, 57369000000, 
0.7397208925525675, 0.5112878758526732, 0.97940289174446, 57403000000, 
0.7454959802983885, 0.5199271513060326, 0.9838143067992682, 57437000000, 
0.7512337400456571, 0.5285921202173183, 0.9881322359204889, 57471000000, 
0.756934565930071, 0.5372821311052625, 0.9924165867643501, 57505000000, 
0.7625983966808719, 0.545996950285263, 0.9966847403439533, 57539000000, 
0.7682257301665879, 0.5547361787105224, 1.0008638031266648, 57573000000, 
0.7738168377359184, 0.5634992554912638, 1.0050334336041196, 57607000000, 
0.7793716678604352, 0.5722860067181796, 1.0091850200597678, 57641000000, 
0.7848655250512873, 0.5810562098255834, 1.013279479493301, 57675000000, 
0.790139985672115, 0.5895612866686636, 1.018751284910357, 57709000000, 
0.7951328909606765, 0.5977296211879434, 1.0253786965835987, 57743000000, 
0.7998957456045083, 0.6056098291173614, 1.0284387278708396, 57777000000, 
0.8044574815611344, 0.6131974856698519, 1.0309439939887715, 57811000000, 
0.8088147890870017, 0.6205035246875131, 1.0355882820540154, 57845000000, 
0.8129699261815966, 0.6275479775297349, 1.040104621817107, 57879000000, 
0.8169394693139723, 0.6343373331368114, 1.043383975826713, 57913000000, 
0.8207334328235308, 0.640875647304689, 1.0469535544225799, 57947000000, 
0.8243550816727637, 0.6471732166392083, 1.0510828795074507, 57981000000, 
0.8278116490843939, 0.653240215780292, 1.054904875109362, 58015000000, 
0.8317342037212426, 0.6601844612152453, 1.058536584831305, 58049000000, 
0.83506544678033, 0.6661342003370777, 1.0624927571771756, 58083000000, 
0.8380491201519166, 0.671513459609452, 1.066417504501356, 58117000000, 
0.8408899095540234, 0.6766808600661867, 1.070010881912006, 58151000000, 
0.8436018925465397, 0.6816561843643316, 1.0736503088354874, 58185000000, 
0.8461902287022732, 0.6864470954283171, 1.077426539044089, 58219000000, 
0.8486604118931116, 0.6910607561060655, 1.081114291437862, 58253000000, 
0.8510181619001629, 0.6955033627015839, 1.0847166955173846, 58287000000, 
0.8532685773346065, 0.6997810745467388, 1.088356369371731, 58321000000, 
0.8554163956894849, 0.7039004833167076, 1.092014351936552, 58355000000, 
0.8574667497632765, 0.7078681910927315, 1.0956189021190637, 58389000000, 
0.8594242221713924, 0.7116898420144945, 1.099186629217631, 58423000000, 
0.8612930228556342, 0.7153707499171756, 1.1027535106576123, 58457000000, 
0.8630771053872222, 0.7189160778275338, 1.106308219214694, 58491000000, 
0.8647803080455574, 0.7223307675612591, 1.1098349781115917, 58525000000, 
0.8664062867627308, 0.7256195377292692, 1.1133436408411663, 58559000000, 
0.8679585063121811, 0.7287869665818447, 1.1168405218023747, 58593000000, 
0.8694402835522503, 0.7318374826166849, 1.1203190271901222, 58627000000, 
0.8708548018612304, 0.7347753410786287, 1.123777445362397, 58661000000, 
0.8722050959899023, 0.7376046414671108, 1.1272198808794758, 58695000000, 
0.8734940610912373, 0.7403293469691263, 1.1306464957593676, 58729000000, 
0.8747243341292428, 0.7429531573487868, 1.134054329002104, 58763000000, 
0.8758987237214643, 0.7454796464425406, 1.1374334300038613, 58797000000, 
0.8770189472511594, 0.7479113150469563, 1.140793346615638, 58831000000, 
0.8780876303871599, 0.75025153132029, 1.1441460433540795, 58865000000, 
0.8791068964140114, 0.7525033850049637, 1.1474880996941335, 58899000000, 
0.8800412287187159, 0.7545860698545321, 1.1508026374956428, 58933000000, 
0.8809681816170085, 0.7566707669638124, 1.154090826475649, 58967000000, 
0.8818534458499865, 0.7586795733388134, 1.1573836792828454, 59001000000, 
0.8826976112335434, 0.7606123496726788, 1.1606579267990706, 59035000000, 
0.8835027263379325, 0.7624721834016877, 1.1639132873176008, 59069000000, 
0.8842704046534989, 0.7642619212343575, 1.1671599074460939, 59103000000, 
0.885003019024488, 0.765985009625657, 1.1703901643891246, 59137000000, 
0.8857020617378246, 0.7676441049813594, 1.1735980999767333, 59171000000, 
0.886369202975941, 0.7692416970409066, 1.1767814093064932, 59205000000, 
0.8870059061894012, 0.7707800464374001, 1.1799518598094232, 59239000000, 
0.887590007315509, 0.7722039409588533, 1.1831010267209021, 59273000000, 
0.8881483716098894, 0.7735771931363707, 1.1862137607101193, 59307000000, 
0.8886821348189418, 0.7749015552458587, 1.1893094898906555, 59341000000, 
0.8891923733075662, 0.7761787493465092, 1.1923944980823897, 59375000000, 
0.8896801416651506, 0.7774104794312121, 1.195456324885996, 59409000000, 
0.8901460799429308, 0.7785979311170979, 1.198485160715782, 59443000000, 
0.8905915727400124, 0.7797426350508668, 1.2014953252816425, 59477000000, 
0.8910166538494467, 0.7808452930818381, 1.2044942406414547, 59511000000, 
0.8914382290621081, 0.7819485174565564, 1.2074843817410807, 59545000000, 
0.8918250627114216, 0.7829697384309949, 1.2104636638966906, 59579000000, 
0.8921941808724748, 0.7839530294859417, 1.213407058364243, 59613000000, 
0.8925601834281804, 0.7849366088401939, 1.2163443722375524, 59647000000, 
0.8928958489782025, 0.7858471077059457, 1.219286426192603, 59681000000, 
