x, y, theta, stamp, 
0.0029157294859377698, -0.012906638527178162, 0.05475343180011423, 54173000000, 
0.0029160576994794094, -0.01290649846424191, 0.05475338558752198, 54207000000, 
0.004049199003919802, -0.012841116093900574, 0.06506960249190002, 54241000000, 
0.006301370366645098, -0.012667496714378572, 0.09354406358009189, 54275000000, 
0.00970886763228697, -0.012309442593004401, 0.1145130860064892, 54309000000, 
0.014271813351251016, -0.011756096192053497, 0.12750887000048422, 54343000000, 
0.019959673781006076, -0.01097639325384155, 0.14683919785812383, 54377000000, 
0.02676500384133375, -0.009894220387199584, 0.16888846490855414, 54411000000, 
0.03469169485285803, -0.008469043570433182, 0.18679340872620095, 54445000000, 
0.043727358906399116, -0.006682874504076066, 0.2042323986776238, 54479000000, 
0.05342133966689787, -0.004586666116013503, 0.22101224404066835, 54513000000, 
0.06354329334521339, -0.0022631924807345587, 0.228402305998401, 54547000000, 
0.07366258782409295, 0.00010289356729771837, 0.23201492750112598, 54581000000, 
0.08374962960051044, 0.0025421284136517893, 0.24398959614007035, 54615000000, 
0.0938021020567614, 0.005114716535932729, 0.25654233158324, 54649000000, 
0.10383684269290046, 0.007790913790253855, 0.2644033499515884, 54683000000, 
0.11385061592868753, 0.010543506599780697, 0.2727983039262431, 54717000000, 
0.12383386591982973, 0.013391495516206083, 0.28331807893573074, 54751000000, 
0.13378948921532827, 0.016342100390917987, 0.29282028852752345, 54785000000, 
0.14372125161859672, 0.019380726971750938, 0.30119074981783783, 54819000000, 
0.15362589357502845, 0.022504226248685498, 0.3101626202129486, 54853000000, 
0.1635011220942174, 0.025718718489053015, 0.3194198755267798, 54887000000, 
0.17334386458414106, 0.02902613102390109, 0.3297271954545872, 54921000000, 
0.18314233142099673, 0.03244805731357253, 0.34277317853615236, 54955000000, 
0.19289729891366023, 0.035997151466090324, 0.35501334891793435, 54989000000, 
0.2026143607581506, 0.03965782552978179, 0.3657557383957314, 55023000000, 
0.21229088706530297, 0.04342329394920686, 0.37691445212059, 55057000000, 
0.2219234553843977, 0.0472989562451702, 0.3884131329558325, 55091000000, 
0.23151337932113727, 0.05128295230668803, 0.3992632384202018, 55125000000, 
0.24106148164155253, 0.055368735782812685, 0.4097545891010715, 55159000000, 
0.250566078715478, 0.059554902088127255, 0.4203733422159184, 55193000000, 
0.2600262997250977, 0.06384164816597002, 0.4308750082821443, 55227000000, 
0.2694389513137189, 0.06822882673187013, 0.4422459946729029, 55261000000, 
0.27879299309404404, 0.07273181221433739, 0.45561455912671833, 55295000000, 
0.2880884699936756, 0.07735812610469707, 0.4681552733289249, 55329000000, 
0.2973307725749203, 0.08209530623129964, 0.4795791066743474, 55363000000, 
0.3065168193061108, 0.08693934298175546, 0.49156078957898935, 55397000000, 
0.3156440379607735, 0.09189400153148133, 0.5034803716100382, 55431000000, 
0.32471548815713036, 0.09695384222078596, 0.5145613110781526, 55465000000, 
0.3337311978357851, 0.10211337360317743, 0.5255749669780719, 55499000000, 
0.34267296812336745, 0.10737600841129984, 0.5366157670398823, 55533000000, 
0.35153669458604986, 0.11271547293709844, 0.5478075678514527, 55567000000, 
0.360340725435361, 0.11815234012157223, 0.5588430535080177, 55601000000, 
0.36909772381128897, 0.12369560993340581, 0.5703560735911387, 55635000000, 
0.37775616285038893, 0.12932704383318208, 0.5833529506160249, 55669000000, 
0.38634841479765664, 0.13507477233546003, 0.5958835510735214, 55703000000, 
0.3948928551570741, 0.14094107576369455, 0.6074986184035184, 55737000000, 
0.40337720766861995, 0.1469142470869791, 0.6188173442425269, 55771000000, 
0.4118070312517883, 0.15298536595330534, 0.6297914508183655, 55805000000, 
0.4201714914085753, 0.15914613946021688, 0.6401666447892639, 55839000000, 
0.42847279256521525, 0.16539101471732265, 0.6501373569989938, 55873000000, 
0.4367106055345052, 0.1717174377931016, 0.6601046692143168, 55907000000, 
0.4448844782462152, 0.1781246969015483, 0.6699290808781396, 55941000000, 
0.4529955176868791, 0.18461032575899183, 0.679432017986224, 55975000000, 
0.46104420722626743, 0.19117151445310235, 0.6888500085298231, 56009000000, 
0.469029294281511, 0.1978078504533838, 0.698339914276268, 56043000000, 
0.4769493961490463, 0.20451897705427177, 0.7080515918005508, 56077000000, 
0.4847906743840202, 0.21130562148563747, 0.7183469936210334, 56111000000, 
0.49254359065708414, 0.21815327812770033, 0.7284918671908163, 56145000000, 
0.500230394869495, 0.2250889169749144, 0.7383292722408479, 56179000000, 
0.5078596501213454, 0.23211187247958573, 0.7478639124790499, 56213000000, 
0.5154323713497312, 0.23920511655498136, 0.757196765596844, 56247000000, 
0.5229459709615245, 0.24637198327515042, 0.7661262540978337, 56281000000, 
0.5303974104220761, 0.25360501707293553, 0.7747473909105685, 56315000000, 
0.5377870797473645, 0.26090203532135825, 0.7832726670079012, 56349000000, 
0.5451153394229975, 0.268261712622977, 0.7916125515206988, 56383000000, 
0.552383592719093, 0.2756818828912416, 0.7996864524904337, 56417000000, 
0.5595930206158084, 0.2831602622394044, 0.8075767670863825, 56451000000, 
0.5667442497426617, 0.2906952177033592, 0.8153235779445774, 56485000000, 
0.5738381324071736, 0.2982851950150406, 0.8228897689290156, 56519000000, 
0.5808742146146505, 0.30592878512439053, 0.8306729162074523, 56553000000, 
0.5878477807083484, 0.31362879943596556, 0.839010437974161, 56587000000, 
